"table","column","property","type","nullable","status","table_purpose","assessment","schema","introduced_in","read_evidence","write_evidence","review_evidence","database_dependencies"
"contract_types","id","id","text","false","ACTIVE","Configurable Contract Types and field/record association.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/helpers.ts:37","0008_contract_types","apps/api/src/pipeline/conversion-analysis.ts:105; apps/api/src/pipeline/conversion-analysis.ts:107; apps/api/src/modules/requests/projection.ts:133; apps/api/src/modules/requests/projection.ts:560; apps/api/src/modules/requests/inbox.ts:295","","apps/api/src/pipeline/conversion-analysis.ts:105; apps/api/src/pipeline/conversion-analysis.ts:107; apps/api/src/modules/requests/projection.ts:133; apps/api/src/modules/requests/projection.ts:560","primary_key:contract_types_pkey"
"contract_types","slug","slug","text","false","ACTIVE","Configurable Contract Types and field/record association.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/helpers.ts:37","0008_contract_types","apps/api/src/modules/contracts/routes.ts:1790; apps/api/src/lib/taxonomy-routes.ts:256; apps/api/src/lib/taxonomy-routes.ts:363; apps/api/src/lib/taxonomy-routes.ts:562; apps/api/src/lib/taxonomy-routes.ts:574","","apps/api/src/modules/contracts/routes.ts:1790; apps/api/src/lib/taxonomy-routes.ts:256; apps/api/src/lib/taxonomy-routes.ts:363; apps/api/src/lib/taxonomy-routes.ts:562","index:contract_types_slug_unique"
"contract_types","display_name","displayName","text","false","ACTIVE","Configurable Contract Types and field/record association.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/helpers.ts:37","0008_contract_types","apps/api/src/modules/requests/projection.ts:561; apps/api/src/modules/requests/inbox.ts:296; apps/api/src/modules/contracts/routes.ts:912; apps/api/src/modules/contracts/routes.ts:995; apps/api/src/modules/contracts/routes.ts:1728","","apps/api/src/modules/requests/projection.ts:561; apps/api/src/modules/requests/inbox.ts:296; apps/api/src/modules/contracts/routes.ts:912; apps/api/src/modules/contracts/routes.ts:995",""
"contract_types","description","description","text","true","ACTIVE","Configurable Contract Types and field/record association.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/helpers.ts:37","0011_type_editor","apps/api/src/lib/taxonomy-routes.ts:258; apps/api/src/lib/taxonomy-routes.ts:504; apps/api/src/lib/taxonomy-routes.ts:532","","apps/api/src/lib/taxonomy-routes.ts:258; apps/api/src/lib/taxonomy-routes.ts:504; apps/api/src/lib/taxonomy-routes.ts:532",""
"contract_types","display_order","displayOrder","integer","false","ACTIVE","Configurable Contract Types and field/record association.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/helpers.ts:37","0008_contract_types","apps/api/src/modules/contracts/routes.ts:1795; apps/api/src/lib/taxonomy-routes.ts:259; apps/api/src/lib/taxonomy-routes.ts:619","","apps/api/src/modules/contracts/routes.ts:1795; apps/api/src/lib/taxonomy-routes.ts:259; apps/api/src/lib/taxonomy-routes.ts:619",""
"contract_types","is_system_default","isSystemDefault","boolean","false","REVIEW_API_ONLY","Configurable Contract Types and field/record association.","Seed provenance is serialized by the API. No shipped UI behavior or permission/default-selection rule consumes the flag; protected rows are identified by slug. Deprecate the response property before any removal.","packages/db/src/schema/helpers.ts:37","0008_contract_types","apps/api/src/lib/taxonomy-routes.ts:260","","apps/api/src/lib/taxonomy-routes.ts:254; apps/api/src/lib/taxonomy-routes.ts:363; apps/api/src/modules/contract-statuses/routes.ts:66; apps/api/src/modules/matter-statuses/routes.ts:48",""
"contract_types","archived_at","archivedAt","timestamp with time zone","true","ACTIVE","Configurable Contract Types and field/record association.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/helpers.ts:37","0008_contract_types","apps/api/src/modules/requests/projection.ts:133; apps/api/src/modules/contracts/routes.ts:1794; apps/api/src/modules/contracts/routes.ts:2514; apps/api/src/modules/contracts/create.ts:224; apps/api/src/lib/taxonomy-routes.ts:261","","apps/api/src/modules/requests/projection.ts:133; apps/api/src/modules/contracts/routes.ts:1794; apps/api/src/modules/contracts/routes.ts:2514; apps/api/src/modules/contracts/create.ts:224",""
"contract_types","created_at","createdAt","timestamp with time zone","false","ACTIVE","Configurable Contract Types and field/record association.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/helpers.ts:37","0008_contract_types","apps/api/src/modules/contracts/routes.ts:1795","","apps/api/src/modules/contracts/routes.ts:1795",""
"contract_types","updated_at","updatedAt","timestamp with time zone","false","PASSIVE_METADATA","Configurable Contract Types and field/record association.","Automatically refreshed by Drizzle. No application reader identified after projections and generic helpers were checked. Retained by schema timestamp convention; not proven functionally integral.","packages/db/src/schema/helpers.ts:37","0008_contract_types","","","packages/db/src/schema/helpers.ts:37; docs/decision-records/SCHEMA.md:18",""
"contracts","id","id","text","false","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:91","0016_contracts","apps/api/src/lib/portal-contract-access.ts:26; apps/api/src/lib/contract-access.ts:113; apps/api/src/lib/contract-access.ts:299; apps/api/src/lib/contract-access.ts:333; apps/api/src/lib/contract-access.ts:339","","apps/api/src/lib/portal-contract-access.ts:26; apps/api/src/lib/contract-access.ts:113; apps/api/src/lib/contract-access.ts:299; apps/api/src/lib/contract-access.ts:333","index:contracts_unverified_idx; foreign_key:contracts_contract_type_id_contract_types_id_fk; foreign_key:contracts_status_id_contract_statuses_id_fk; foreign_key:contracts_manager_id_users_id_fk; foreign_key:contracts_business_owner_id_users_id_fk; foreign_key:contracts_entity_id_entities_id_fk; foreign_key:contracts_parent_id_contracts_id_fk; foreign_key:contracts_matter_id_matters_id_fk; foreign_key:contracts_primary_document_id_documents_id_fk; check:contracts_parent_not_self_check; primary_key:contracts_pkey"
"contracts","number","number","integer","false","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:93","0016_contracts","apps/api/src/lib/contract-access.ts:300; apps/api/src/lib/contract-access.ts:313; apps/api/src/pipeline/contract-analysis.ts:641; apps/api/src/pipeline/executed-copy.ts:311; apps/api/src/modules/comments/audience.ts:231","","apps/api/src/lib/contract-access.ts:300; apps/api/src/lib/contract-access.ts:313; apps/api/src/pipeline/contract-analysis.ts:641; apps/api/src/pipeline/executed-copy.ts:311","index:contracts_number_unique; generated:search_vector"
"contracts","title","title","text","false","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:96","0016_contracts","apps/api/src/lib/contract-access.ts:301; apps/api/src/pipeline/contract-analysis.ts:641; apps/api/src/pipeline/executed-copy.ts:312; apps/api/src/modules/comments/audience.ts:231; apps/api/src/lib/notifications/audience.ts:259","apps/api/src/modules/contracts/create.ts:311","apps/api/src/lib/contract-access.ts:301; apps/api/src/pipeline/contract-analysis.ts:641; apps/api/src/pipeline/executed-copy.ts:312; apps/api/src/modules/comments/audience.ts:231","generated:search_vector"
"contracts","contract_type_id","contractTypeId","text","false","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:99","0016_contracts","apps/api/src/lib/contract-access.ts:310; apps/api/src/pipeline/contract-analysis.ts:87; apps/api/src/pipeline/contract-analysis.ts:689; apps/api/src/modules/contract-analysis/request-evidence.ts:36; apps/api/src/modules/contracts/type-usage.ts:42","apps/api/src/modules/contracts/type-usage.ts:52; apps/api/src/modules/contracts/create.ts:313","apps/api/src/lib/contract-access.ts:310; apps/api/src/pipeline/contract-analysis.ts:87; apps/api/src/pipeline/contract-analysis.ts:689; apps/api/src/modules/contract-analysis/request-evidence.ts:36","index:contracts_contract_type_idx; foreign_key:contracts_contract_type_id_contract_types_id_fk"
"contracts","status_id","statusId","text","false","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:103","0016_contracts","apps/api/src/pipeline/executed-copy.ts:313; apps/api/src/modules/entities/linked-records.ts:91; apps/api/src/modules/home/sections/dates.ts:158; apps/api/src/modules/home/sections/dates.ts:177; apps/api/src/modules/home/sections/dates.ts:200","apps/api/src/pipeline/executed-copy.ts:524; apps/api/src/modules/contracts/create.ts:314","apps/api/src/pipeline/executed-copy.ts:313; apps/api/src/modules/entities/linked-records.ts:91; apps/api/src/modules/home/sections/dates.ts:158; apps/api/src/modules/home/sections/dates.ts:177","index:contracts_status_idx; foreign_key:contracts_status_id_contract_statuses_id_fk"
"contracts","manager_id","managerId","text","true","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:111","0017_contract_team","apps/api/src/lib/contract-access.ts:124; apps/api/src/lib/contract-access.ts:303; apps/api/src/lib/contract-access.ts:337; apps/api/src/lib/contract-access.ts:544; apps/api/src/lib/contract-access.ts:848","apps/api/src/modules/contracts/create.ts:315","apps/api/src/lib/contract-access.ts:124; apps/api/src/lib/contract-access.ts:303; apps/api/src/lib/contract-access.ts:337; apps/api/src/lib/contract-access.ts:544","index:contracts_manager_idx; foreign_key:contracts_manager_id_users_id_fk"
"contracts","business_owner_id","businessOwnerId","text","true","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:113","0099_contract_portal_access","apps/api/src/lib/portal-contract-access.ts:24; apps/api/src/modules/portal/contracts.ts:131; apps/api/src/modules/contracts/routes.ts:949; apps/api/src/modules/contracts/routes.ts:2348; apps/api/src/modules/contracts/routes.ts:2357","apps/api/src/modules/contracts/create.ts:316","apps/api/src/lib/portal-contract-access.ts:24; apps/api/src/modules/portal/contracts.ts:131; apps/api/src/modules/contracts/routes.ts:949; apps/api/src/modules/contracts/routes.ts:2348","index:contracts_business_owner_idx; foreign_key:contracts_business_owner_id_users_id_fk"
"contracts","entity_id","entityId","text","true","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:120","0018_contract_signing_entity","apps/api/src/modules/entities/linked-records.ts:92; apps/api/src/modules/entities/linked-records.ts:172; apps/api/src/modules/contracts/routes.ts:950; apps/api/src/modules/contracts/routes.ts:1094; apps/api/src/modules/contracts/routes.ts:2370","","apps/api/src/modules/entities/linked-records.ts:92; apps/api/src/modules/entities/linked-records.ts:172; apps/api/src/modules/contracts/routes.ts:950; apps/api/src/modules/contracts/routes.ts:1094","foreign_key:contracts_entity_id_entities_id_fk"
"contracts","priority","priority","text","false","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:122","0016_contracts","apps/api/src/modules/contracts/routes.ts:1001; apps/api/src/modules/contracts/routes.ts:841; apps/api/src/modules/contracts/routes.ts:2403; apps/api/src/modules/contracts/routes.ts:2404; apps/api/src/modules/contracts/routes.ts:2405","","apps/api/src/modules/contracts/routes.ts:1001; apps/api/src/modules/contracts/routes.ts:841; apps/api/src/modules/contracts/routes.ts:2403; apps/api/src/modules/contracts/routes.ts:2404","check:contracts_priority_check"
"contracts","risk","risk","text","true","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:124","0016_contracts","apps/api/src/modules/contracts/routes.ts:1000; apps/api/src/modules/contracts/routes.ts:842; apps/api/src/modules/contracts/routes.ts:2408; apps/api/src/modules/contracts/routes.ts:2409; apps/api/src/modules/contracts/routes.ts:2410","","apps/api/src/modules/contracts/routes.ts:1000; apps/api/src/modules/contracts/routes.ts:842; apps/api/src/modules/contracts/routes.ts:2408; apps/api/src/modules/contracts/routes.ts:2409","check:contracts_risk_check"
"contracts","term_type","termType","text","false","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:135","0046_contract_term","apps/api/src/modules/home/sections/contracts.ts:83; apps/api/src/pipeline/contract-analysis.ts:432; apps/api/src/pipeline/contract-analysis.ts:450; apps/api/src/modules/portal/contracts.ts:149; apps/api/src/modules/contracts/routes.ts:844","","apps/api/src/modules/home/sections/contracts.ts:83; apps/api/src/pipeline/contract-analysis.ts:432; apps/api/src/pipeline/contract-analysis.ts:450; apps/api/src/modules/portal/contracts.ts:149","check:contracts_term_type_check; check:contracts_evergreen_expiry_check; check:contracts_renewal_period_term_check"
"contracts","effective_date","effectiveDate","date","true","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:138","0046_contract_term","apps/api/src/modules/contracts/routes.ts:1002; apps/api/src/modules/contracts/routes.ts:1649; apps/api/src/pipeline/contract-analysis.ts:294; apps/api/src/pipeline/contract-analysis.ts:496; apps/api/src/modules/portal/contracts.ts:150","","apps/api/src/modules/contracts/routes.ts:1002; apps/api/src/modules/contracts/routes.ts:1649; apps/api/src/pipeline/contract-analysis.ts:294; apps/api/src/pipeline/contract-analysis.ts:496",""
"contracts","expiry_date","expiryDate","date","true","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:143","0046_contract_term","apps/api/src/lib/contract-access.ts:307; apps/api/src/lib/next-deadline.ts:43; apps/api/src/lib/next-deadline.ts:45; apps/api/src/lib/next-deadline.ts:47; apps/api/src/lib/next-deadline.ts:49","apps/api/src/modules/contracts/routes.ts:2988","apps/api/src/lib/contract-access.ts:307; apps/api/src/lib/next-deadline.ts:43; apps/api/src/lib/next-deadline.ts:45; apps/api/src/lib/next-deadline.ts:47","check:contracts_evergreen_expiry_check"
"contracts","renewal_period_months","renewalPeriodMonths","integer","true","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:147","0046_contract_term","apps/api/src/modules/home/sections/contracts.ts:85; apps/api/src/pipeline/contract-analysis.ts:298; apps/api/src/pipeline/contract-analysis.ts:444; apps/api/src/pipeline/contract-analysis.ts:456; apps/api/src/pipeline/contract-analysis.ts:457","","apps/api/src/modules/home/sections/contracts.ts:85; apps/api/src/pipeline/contract-analysis.ts:298; apps/api/src/pipeline/contract-analysis.ts:444; apps/api/src/pipeline/contract-analysis.ts:456","check:contracts_renewal_period_term_check; check:contracts_renewal_period_range_check"
"contracts","notice_period_days","noticePeriodDays","integer","true","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:152","0046_contract_term","apps/api/src/lib/contract-access.ts:308; apps/api/src/lib/next-deadline.ts:47; apps/api/src/lib/next-deadline.ts:49; apps/api/src/pipeline/morning-round.ts:603; apps/api/src/pipeline/morning-round.ts:611","","apps/api/src/lib/contract-access.ts:308; apps/api/src/lib/next-deadline.ts:47; apps/api/src/lib/next-deadline.ts:49; apps/api/src/pipeline/morning-round.ts:603","check:contracts_notice_period_range_check"
"contracts","value_amount","valueAmount","bigint","true","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:158","0020_contract_value","apps/api/src/pipeline/contract-analysis.ts:302; apps/api/src/pipeline/contract-analysis.ts:506; apps/api/src/modules/portal/contracts.ts:157; apps/api/src/modules/portal/contracts.ts:158; apps/api/src/modules/contracts/routes.ts:773","","apps/api/src/pipeline/contract-analysis.ts:302; apps/api/src/pipeline/contract-analysis.ts:506; apps/api/src/modules/portal/contracts.ts:157; apps/api/src/modules/portal/contracts.ts:158","check:contracts_value_amount_check; check:contracts_value_group_check"
"contracts","value_currency","valueCurrency","char(3)","true","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:161","0020_contract_value","apps/api/src/pipeline/contract-analysis.ts:507; apps/api/src/modules/portal/contracts.ts:157; apps/api/src/modules/portal/contracts.ts:158; apps/api/src/modules/contracts/routes.ts:773; apps/api/src/modules/contracts/routes.ts:775","","apps/api/src/pipeline/contract-analysis.ts:507; apps/api/src/modules/portal/contracts.ts:157; apps/api/src/modules/portal/contracts.ts:158; apps/api/src/modules/contracts/routes.ts:773","check:contracts_value_group_check"
"contracts","value_cadence","valueCadence","text","true","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:163","0020_contract_value","apps/api/src/pipeline/contract-analysis.ts:508; apps/api/src/modules/portal/contracts.ts:157; apps/api/src/modules/portal/contracts.ts:158; apps/api/src/modules/contracts/routes.ts:773; apps/api/src/modules/contracts/routes.ts:775","","apps/api/src/pipeline/contract-analysis.ts:508; apps/api/src/modules/portal/contracts.ts:157; apps/api/src/modules/portal/contracts.ts:158; apps/api/src/modules/contracts/routes.ts:773","check:contracts_value_cadence_check; check:contracts_value_group_check"
"contracts","parent_id","parentId","text","true","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:188","0048_contract_relations","apps/api/src/lib/contract-relations.ts:121; apps/api/src/lib/contract-relations.ts:272; apps/api/src/modules/contract-relations/routes.ts:176; apps/api/src/modules/contract-relations/routes.ts:194; apps/api/src/modules/contract-relations/routes.ts:669","apps/api/src/lib/contract-relations.ts:139; apps/api/src/lib/contract-relations.ts:271","apps/api/src/lib/contract-relations.ts:121; apps/api/src/lib/contract-relations.ts:272; apps/api/src/modules/contract-relations/routes.ts:176; apps/api/src/modules/contract-relations/routes.ts:194","index:contracts_parent_idx; foreign_key:contracts_parent_id_contracts_id_fk; check:contracts_parent_not_self_check"
"contracts","matter_id","matterId","text","true","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:192","0076_thankful_cerebro","apps/api/src/lib/contract-access.ts:306; apps/api/src/modules/contract-matters/routes.ts:114; apps/api/src/modules/contract-matters/routes.ts:323; apps/api/src/modules/contract-matters/routes.ts:369; apps/api/src/modules/contract-key-dates/routes.ts:222","apps/api/src/modules/contract-matters/routes.ts:368; apps/api/src/modules/contract-matters/routes.ts:415; apps/api/src/modules/contracts/create.ts:319","apps/api/src/lib/contract-access.ts:306; apps/api/src/modules/contract-matters/routes.ts:114; apps/api/src/modules/contract-matters/routes.ts:323; apps/api/src/modules/contract-matters/routes.ts:369","index:contracts_matter_idx; foreign_key:contracts_matter_id_matters_id_fk"
"contracts","is_confidential","isConfidential","boolean","false","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:200","0028_contract_confidential","apps/api/src/lib/portal-contract-access.ts:33; apps/api/src/lib/contract-access.ts:166; apps/api/src/lib/contract-access.ts:305; apps/api/src/lib/contract-access.ts:848; apps/api/src/modules/entities/linked-records.ts:87","apps/api/src/modules/contracts/create.ts:318","apps/api/src/lib/portal-contract-access.ts:33; apps/api/src/lib/contract-access.ts:166; apps/api/src/lib/contract-access.ts:305; apps/api/src/lib/contract-access.ts:848",""
"contracts","primary_document_id","primaryDocumentId","text","true","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:227","0031_documents_designations","apps/api/src/lib/contract-access.ts:304; apps/api/src/pipeline/contract-analysis.ts:88; apps/api/src/pipeline/automatic-contract-analysis.ts:66; apps/api/src/pipeline/executed-copy.ts:233; apps/api/src/modules/comments/routes.ts:1334","apps/api/src/modules/comments/routes.ts:1475; apps/api/src/modules/documents/routes.ts:2101; apps/api/src/modules/documents/routes.ts:3194; apps/api/src/modules/requests/promote-paper.ts:310","apps/api/src/lib/contract-access.ts:304; apps/api/src/pipeline/contract-analysis.ts:88; apps/api/src/pipeline/automatic-contract-analysis.ts:66; apps/api/src/pipeline/executed-copy.ts:233","index:contracts_primary_document_idx; foreign_key:contracts_primary_document_id_documents_id_fk"
"contracts","description","description","text","true","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:234","0016_contracts","apps/api/src/modules/contracts/routes.ts:861; apps/api/src/modules/contracts/routes.ts:2325; apps/api/src/modules/contracts/routes.ts:2326; apps/api/src/modules/contracts/routes.ts:2327","apps/api/src/modules/contracts/create.ts:312","apps/api/src/modules/contracts/routes.ts:861; apps/api/src/modules/contracts/routes.ts:2325; apps/api/src/modules/contracts/routes.ts:2326; apps/api/src/modules/contracts/routes.ts:2327","generated:search_vector"
"contracts","custom_fields","customFields","jsonb","false","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:245","0022_contract_custom_fields","apps/api/src/modules/fields/routes.ts:175; apps/api/src/modules/fields/routes.ts:177; apps/api/src/pipeline/contract-analysis.ts:304; apps/api/src/pipeline/contract-analysis.ts:570; apps/api/src/pipeline/contract-analysis.ts:572","apps/api/src/modules/contracts/create.ts:317","apps/api/src/modules/fields/routes.ts:175; apps/api/src/modules/fields/routes.ts:177; apps/api/src/pipeline/contract-analysis.ts:304; apps/api/src/pipeline/contract-analysis.ts:570","index:contracts_custom_fields_idx; check:contracts_custom_fields_check"
"contracts","ai_unverified","aiUnverified","jsonb","true","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:250","0086_free_invisible_woman","apps/api/src/lib/contract-access.ts:309; apps/api/src/lib/next-deadline.ts:44; apps/api/src/lib/next-deadline.ts:48; apps/api/src/lib/conversion-source-privacy.ts:18; apps/api/src/pipeline/morning-round.ts:891","apps/api/src/lib/ai-unverified.ts:47; apps/api/src/modules/contracts/routes.ts:1954; apps/api/src/modules/contracts/routes.ts:3295; apps/api/src/modules/contract-key-dates/routes.ts:567","apps/api/src/lib/contract-access.ts:309; apps/api/src/lib/next-deadline.ts:44; apps/api/src/lib/next-deadline.ts:48; apps/api/src/lib/conversion-source-privacy.ts:18","index:contracts_unverified_idx; check:contracts_ai_unverified_check"
"contracts","analysis_human_fields","analysisHumanFields","jsonb","false","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:253","0105_flowery_doctor_spectrum","apps/api/src/pipeline/contract-analysis.ts:309; apps/api/src/pipeline/contract-analysis.ts:536; apps/api/src/modules/contracts/routes.ts:1957; apps/api/src/modules/contracts/routes.ts:2636; apps/api/src/modules/contracts/routes.ts:2639","apps/api/src/modules/requests/convert.ts:434; apps/api/src/modules/contracts/routes.ts:1955; apps/api/src/modules/contracts/routes.ts:3292","apps/api/src/pipeline/contract-analysis.ts:309; apps/api/src/pipeline/contract-analysis.ts:536; apps/api/src/modules/contracts/routes.ts:1957; apps/api/src/modules/contracts/routes.ts:2636",""
"contracts","created_at","createdAt","timestamp with time zone","false","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:254","0016_contracts","apps/api/src/modules/contracts/routes.ts:1004; apps/api/src/modules/contracts/routes.ts:891","","apps/api/src/modules/contracts/routes.ts:1004; apps/api/src/modules/contracts/routes.ts:891",""
"contracts","updated_at","updatedAt","timestamp with time zone","false","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:255","0016_contracts","apps/api/src/modules/contracts/routes.ts:1005; apps/api/src/modules/contracts/routes.ts:892","apps/api/src/lib/contract-relations.ts:139; apps/api/src/lib/contract-relations.ts:271; apps/api/src/modules/contracts/routes.ts:2988","apps/api/src/modules/contracts/routes.ts:1005; apps/api/src/modules/contracts/routes.ts:892",""
"contracts","ended_at","endedAt","timestamp with time zone","true","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:266","0050_contract_ended_at","apps/api/src/pipeline/contract-analysis.ts:90; apps/api/src/pipeline/contract-analysis.ts:691; apps/api/src/pipeline/automatic-contract-analysis.ts:74; apps/api/src/pipeline/morning-round.ts:593; apps/api/src/modules/contract-analysis/routes.ts:196","","apps/api/src/pipeline/contract-analysis.ts:90; apps/api/src/pipeline/contract-analysis.ts:691; apps/api/src/pipeline/automatic-contract-analysis.ts:74; apps/api/src/pipeline/morning-round.ts:593",""
"contracts","archived_at","archivedAt","timestamp with time zone","true","ACTIVE","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/contracts.ts:269","0016_contracts","apps/api/src/lib/portal-contract-access.ts:22; apps/api/src/lib/document-access.ts:46; apps/api/src/lib/contract-access.ts:302; apps/api/src/pipeline/contract-analysis.ts:89; apps/api/src/pipeline/contract-analysis.ts:690","apps/api/src/modules/contracts/routes.ts:3441; apps/api/src/modules/contracts/routes.ts:3483","apps/api/src/lib/portal-contract-access.ts:22; apps/api/src/lib/document-access.ts:46; apps/api/src/lib/contract-access.ts:302; apps/api/src/pipeline/contract-analysis.ts:89",""
"contracts","search_vector","searchVector","tsvector","true","GENERATED_SEARCH","Contract record, lifecycle, ownership, commercial terms and AI confirmation state.","PostgreSQL maintains a stored search vector consumed by search queries and its GIN index.","packages/db/src/schema/contracts.ts:272","0080_calm_cloak","apps/api/src/modules/search/routes.ts:169","","apps/api/src/modules/search/routes.ts:169","index:contracts_search_vector_idx"
