"schema","table","column","type","nullable","status","owner","evidence"
"drizzle","__drizzle_migrations","id","int4","NO","LIBRARY_MANAGED","Drizzle migration bookkeeping","packages/db/src/migration-journal.ts:284; packages/db/src/index.ts:403"
"drizzle","__drizzle_migrations","hash","text","NO","LIBRARY_MANAGED","Drizzle migration bookkeeping","packages/db/src/migration-journal.ts:284; packages/db/src/index.ts:403"
"drizzle","__drizzle_migrations","created_at","int8","YES","LIBRARY_MANAGED","Drizzle migration bookkeeping","packages/db/src/migration-journal.ts:284; packages/db/src/index.ts:403"
"pgboss","queue_stats_20260906","captured_on","timestamptz","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","schedule","name","text","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","schedule","key","text","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","schedule","cron","text","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","schedule","timezone","text","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","schedule","data","jsonb","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","schedule","options","jsonb","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","schedule","created_on","timestamptz","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","schedule","updated_on","timestamptz","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","schedule","kind","text","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","schedule","last_job_id","uuid","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","subscription","event","text","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","subscription","name","text","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","subscription","created_on","timestamptz","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","subscription","updated_on","timestamptz","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","version","version","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","version","cron_on","timestamptz","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","version","bam_on","timestamptz","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","version","flow_on","timestamptz","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","version","reindex_on","timestamptz","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","version","monitor_backoff_on","timestamptz","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","warning","id","uuid","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","warning","type","text","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","warning","message","text","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","warning","data","jsonb","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","warning","created_on","timestamptz","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
